Compensation_and_Benefits,Work_Life_balance,Attrition_rate
0,3.0,0.09087580983357481
0,2.0,0.15204868532761628
1,4.0,0.09162200745644625
1,2.0,0.019324383401788537
0,1.0,0.10942403560316309
0,4.0,0.00840408147405978
1,1.0,0.040020755729653676
1,3.0,0.14036946366697303
0,3.0,0.16384875651450298
0,1.0,0.11464293790221577
0,2.0,0.11540115107636333
1,5.0,0.1893413304418837
1,3.0,0.1086158662755974
0,1.0,0.01643028217323758
1,3.0,0.18026579078377136
0,3.0,0.20591885523315134
1,3.0,0.1925314346274452
1,2.0,0.08751012893873374
0,2.0,0.10404754982362828
0,2.0,0.10811864193120362
0,1.0,0.05628635522907342
1,1.0,0.10039372195666758
1,2.0,0.12144332767829007
1,1.0,0.1115464188252731
1,3.0,0.13868713750786343
0,2.0,0.09691026736429155
0,4.0,0.0865695578019871
1,2.0,0.2072339251050459
1,1.0,0.12523766380977022
1,1.0,0.1203786574275057
1,3.0,0.10716228785691777
1,2.0,0.07329675296520527
0,3.0,0.027974754179372646
0,4.0,0.15230619427592645
0,1.0,0.20755476875105244
0,2.0,0.18108481163758103
0,4.0,0.09640311457282306
0,2.0,0.13562960756295553
0,3.0,0.042446001160078815
1,1.0,0.004641000580316746
1,3.0,0.15319902319430068
1,2.0,0.1242954402433346
1,3.0,0.04475644839042386
0,3.0,0.16920814600143813
0,1.0,0.04567070548098884
0,1.0,0.06555964545798343
0,1.0,0.197879655765004
0,2.0,0.13400207590194793
0,1.0,0.17028619632243774
0,2.0,0.0008978190797254504
0,2.0,0.10711651307925346
1,1.0,0.1124169119756559
0,1.0,0.09362233105061793
1,1.0,0.0063875843509925145
0,2.0,0.12414369731326291
1,2.0,0.11527521737617766
0,2.0,0.15256262546079824
1,4.0,0.13227036644751888
0,3.0,0.07053687424220861
0,4.0,0.016976669795616985
0,3.0,0.14643861859244425
0,1.0,0.02409857548055767
0,4.0,0.1091553971939773
0,4.0,0.04158986265700675
1,1.0,0.17024943156145625
0,1.0,0.12936709690094447
0,3.0,0.06887752421106605
1,3.0,0.11861538145835851
0,2.0,0.14544493674849904
0,4.0,0.04845454060276012
0,4.0,0.10780089720223934
0,4.0,0.13070959363555598
1,3.0,0.20998708376030398
0,3.0,9.997302913681965e-05
1,2.0,0.0982676005396009
0,4.0,0.06120657537349605
0,3.0,0.037074822644498434
0,4.0,0.12191234391625096
1,2.0,0.13171898868173082
1,3.0,0.10888600824706697
1,2.0,0.10470649349949954
1,2.0,0.09706194343027233
0,3.0,0.07434709801687822
0,3.0,0.07416238258729309
0,3.0,0.0691982959767729
1,2.0,0.1518936603980797
1,1.0,0.14558780293437218
0,2.0,0.028229928432728556
0,2.0,0.02626330359476334
1,2.0,0.1124169119756559
0,3.0,0.0853408053794034
1,2.0,0.1500824669928865
1,3.0,0.03755638109436629
1,2.0,0.08827893715814325
0,4.0,0.04360567845833825
0,3.0,0.07732581010949749
1,1.0,0.09726384198895767
0,2.0,0.2134527746750887
0,2.0,0.07261240474078798
1,2.0,0.08081866293513802
0,3.0,0.11731058889713775
1,1.0,0.1464667918509832
0,3.0,0.03234162381378669
0,4.0,0.025660042140315913
1,3.0,0.04236837063416202
1,1.0,0.06134264209413585
1,1.0,0.14061535906419184
0,4.0,0.20150418406071088
0,2.0,0.20993539601930633
0,3.0,0.03456276147134038
0,2.0,0.07575421390416053
0,3.0,0.06951827192312551
0,3.0,0.19358603265024332
0,3.0,0.20699043540595477
0,2.0,0.11271968840799206
0,4.0,0.10418911669591072
1,1.0,0.09273194881157942
1,2.0,0.10005055109916079
1,2.0,0.08017507722126224
0,1.0,0.050085005273572715
0,1.0,0.04104251538352122
0,1.0,0.11198267178280544
0,4.0,0.19937186531922896
0,1.0,0.12383938909760399
1,2.0,0.10752771807289806
0,1.0,0.11057952273911437
1,3.0,0.12467360298982491
1,2.0,0.02873907634486477
0,3.0,0.08556519002997479
0,3.0,0.19708023382056264
0,3.0,0.1185748946634568
0,3.0,0.09791736869948396
0,4.0,0.13744728631575323
1,1.0,0.0891512398057665
1,3.0,0.0765425222593966
0,3.0,0.0547969522044203
1,1.0,0.20893530337162103
0,2.0,0.08226857140072873
0,1.0,0.06555964545798343
0,1.0,0.06667498757193059
0,3.0,0.11246022571691701
1,1.0,0.013393841494644636
0,1.0,0.031010578796600446
0,3.0,0.07660295292923937
1,1.0,0.02873907634486477
0,3.0,0.13827619516792175
1,1.0,0.14719509652315985
0,3.0,0.1874409357437514
0,3.0,0.08046804494584958
1,3.0,0.05314741091946588
0,1.0,0.06810441096775961
0,4.0,0.1322360196570092
0,1.0,0.11400628062354641
0,1.0,0.10697906046186209
1,1.0,0.08567721933746847
1,1.0,0.06390213492941041
0,3.0,0.12489968440892572
0,3.0,0.07097997720601758
0,4.0,0.0692623547566208
0,2.0,0.11464293790221577
0,1.0,0.02348733636348184
1,4.0,0.006484123254355862
1,3.0,0.07678406686990451
0,4.0,0.054511455923012306
0,4.0,0.0383556614780786
1,1.0,0.144203576833527
1,4.0,0.09028598084424527
1,2.0,0.12402971038573873
0,1.0,0.11934099531208102
0,3.0,0.13298815069664696
0,4.0,0.04808141894102614
0,2.0,0.12489968440892572
1,4.0,0.0578995592961118
0,4.0,0.15511788657246234
1,3.0,0.07298614664022061
1,1.0,0.12334253922518523
1,4.0,0.0907688000120219
0,3.0,0.09351795572795288
0,3.0,0.1001977633961346
1,2.0,0.11636090280581622
0,2.0,0.07666335390941445
1,2.0,0.19640244512753377
0,3.0,0.028144914879143747
1,1.0,0.15427818742224467
0,3.0,0.033250300676035814
0,4.0,0.19720687294822753
1,2.0,0.06316623649998337
0,1.0,0.011527466174121852
1,1.0,0.058664495058131934
0,4.0,0.008213009346169219
0,3.0,0.0029758754632119577
1,1.0,0.09574019670563713
1,1.0,0.036026294844131994
1,2.0,0.022610221514167535
1,1.0,0.1171049853038022
1,2.0,0.0306760781003198
1,2.0,0.0338258463903387
0,1.0,0.1316843976455827
1,3.0,0.08352996391566493
1,2.0,0.20206209378480014
0,4.0,0.020397100785255643
1,3.0,0.1016101106655803
1,1.0,0.019055139190673035
1,1.0,0.14240277932695683
1,1.0,0.09231043095872193
1,3.0,0.00029975736566941727
1,2.0,0.13487003114811846
1,2.0,0.10262085165957058
0,3.0,0.021463041316412124
1,3.0,0.19936417529669961
1,3.0,0.10199633457788641
0,4.0,0.17399036029540174
0,2.0,0.13014709672712357
1,3.0,0.0738539154835622
0,5.0,0.012182960641461928
0,2.0,0.03480763475803226
1,1.0,0.0547969522044203
1,3.0,0.12245631644674965
0,3.0,0.1322016576611649
1,3.0,0.19787146223147895
0,1.0,0.12527513267054974
0,2.0,0.09388283305901447
0,1.0,0.15555764864316401
1,4.0,0.20626537355630026
0,2.0,0.04567070548098884
0,2.0,0.0293310656991245
1,4.0,0.10409476093472984
1,4.0,0.15563062318551488
0,4.0,0.1847228787668817
0,4.0,0.08517223111815486
1,1.0,0.0016922319240234302
1,3.0,0.1331580719552006
1,1.0,0.10875103154520115
1,1.0,0.1364140753366667
1,3.0,0.1378310288237765
0,2.0,0.03731578894912628
1,1.0,0.07666335390941445
1,5.0,0.1384661502031757
0,1.0,0.09409078683324805
0,2.0,0.14652310232493834
1,4.0,0.15261378283685967
1,3.0,0.17187554589159726
1,4.0,0.02409857548055767
0,3.0,0.05177014049643921
0,4.0,0.13862406703799954
0,1.0,0.07167318431147872
1,3.0,0.10262085165957058
0,3.0,0.11115206110333593
0,1.0,0.02643525737955519
0,3.0,0.12318907462274056
1,1.0,0.02754857184850217
0,1.0,0.028823779019136225
1,1.0,0.14965490082389546
1,2.0,0.1437064556052793
0,1.0,0.0824989213987643
1,1.0,0.10739084156607832
0,3.0,0.04755744381908802
1,3.0,0.1511911914882752
0,3.0,0.19229951581701632
0,3.0,0.14584419357883308
0,1.0,0.007062271483611212
1,1.0,0.11057952273911437
0,2.0,0.13074461707418658
0,1.0,0.00434825919811899
0,4.0,0.11481197233669795
0,4.0,0.1216390612236104
0,2.0,0.12089290588431248
0,2.0,0.011151798117577614
0,4.0,0.09543284715462039
0,3.0,0.06752153933045862
0,2.0,0.02992089234804324
1,1.0,0.07526658913729559
1,3.0,0.15567922241483773
1,2.0,0.06011310345235108
0,3.0,0.07887747538738997
1,2.0,0.11986136104897761
1,1.0,0.0018903007493887372
0,3.0,0.04406705076095962
1,1.0,0.049863745483318136
1,1.0,0.11631938468409521
0,3.0,0.10024678777837458
1,3.0,0.0702194292370926
0,3.0,0.16845011763124604
1,2.0,0.1441744347763844
0,2.0,0.15251142518800626
0,3.0,0.0306760781003198
0,1.0,0.10587247623648814
0,4.0,0.024446845811743164
1,2.0,0.08909691777705796
1,3.0,0.13526728949021943
1,3.0,0.06249370927947003
0,1.0,0.025054559446384687
0,2.0,0.1039057834202505
0,4.0,0.10857076922781954
1,4.0,0.0768443788847617
1,1.0,0.15016231448804038
1,4.0,0.04213523910215882
0,3.0,0.12364863797003973
0,3.0,0.03390789624464389
0,3.0,0.013022155053676024
0,3.0,0.02110847765166013
0,1.0,0.12531258468311843
1,2.0,0.014780643193572121
0,3.0,0.13893887072508682
1,4.0,0.05921815336942476
0,1.0,0.13332761842098104
1,4.0,0.07116940841534715
1,3.0,0.043451571243971754
1,3.0,0.10752771807289806
0,3.0,0.2066796769377292
0,3.0,0.15494597741484784
1,4.0,0.14092153179174466
0,1.0,0.10615028734747593
0,1.0,0.08169072840466175
0,3.0,0.03643041135697963
0,1.0,0.10044265373652574
0,3.0,0.0560038785975218
0,3.0,0.10870599742271622
1,2.0,0.17584557450966531
1,3.0,0.09685966057541685
0,4.0,0.1086158662755974
0,1.0,0.093570155869086
0,1.0,0.05706022652342467
1,1.0,0.20088813012036838
0,5.0,0.1430280702757804
1,1.0,0.05443999136003882
1,1.0,0.2162348505980889
0,1.0,0.02677862423419037
1,1.0,0.030340878178128798
1,2.0,0.11755669320765402
0,3.0,0.1968420981746012
0,3.0,0.1389702757694563
0,1.0,0.07660295292923937
1,2.0,0.0020881563658581618
1,3.0,0.013857338407304517
1,1.0,0.09811764362353029
0,3.0,0.1982374349960231
0,2.0,0.04182383625403496
1,3.0,0.14716723372592985
0,3.0,0.036026294844131994
0,3.0,0.15058646490452812
0,4.0,0.07690466127903577
0,3.0,0.12124714976341791
0,1.0,0.12241757550630654
0,2.0,0.1538538554276236
1,3.0,0.1016101106655803
0,3.0,0.12958058243339385
0,2.0,0.04267865312498663
0,1.0,0.1134509420264446
0,2.0,0.042833555001034036
0,3.0,0.11097626268706506
0,3.0,0.018695481692315094
1,2.0,0.19909339204444995
0,2.0,0.07379213069452818
1,2.0,0.15079746943035993
1,1.0,0.061885544331579445
0,3.0,0.18583645696933213
0,1.0,0.13413625515782884
0,1.0,0.047257186135012175
1,1.0,0.10642732003431363
0,3.0,0.18873180784667326
0,4.0,0.05990709603768888
1,4.0,0.07630050233717146
0,1.0,0.1432352465986018
0,1.0,0.07544967349021905
0,1.0,0.09650473825664042
1,3.0,0.040020755729653676
0,2.0,0.1135793925724332
0,2.0,0.07040999069529348
1,2.0,0.2014202592182011
0,1.0,0.015699055012658288
1,1.0,0.12253374575208777
0,1.0,0.038912702279570756
0,3.0,0.049863745483318136
0,3.0,0.19126896007575214
1,1.0,0.20064977718296462
0,3.0,0.04337445819448163
0,3.0,0.03978398985052814
1,1.0,0.10281224298477802
1,1.0,0.09346573061306361
0,2.0,0.13760742349229615
0,2.0,0.11035839523219797
1,3.0,0.010775327682656783
1,2.0,0.061478572187789064
0,3.0,0.0744086091278671
0,4.0,0.15106022699186705
0,2.0,0.07502205556294689
1,4.0,0.14791538396901877
1,4.0,0.09680902971383289
1,2.0,0.10651949172702858
1,2.0,0.09726384198895767
0,2.0,0.08409887744636783
0,1.0,0.13990610346366267
1,2.0,0.03390789624464389
1,1.0,0.1050810947439801
1,2.0,0.0744086091278671
0,3.0,0.15090270526870259
1,2.0,0.13987510538216782
0,2.0,0.100099645069528
0,3.0,0.11577791289517636
0,2.0,0.08192220362462645
1,1.0,0.11577791289517636
0,3.0,0.058247783559442136
0,2.0,0.019503642411495388
1,1.0,0.145730363957866
0,4.0,0.13510201979690648
0,1.0,0.17574820905220853
0,4.0,0.20105272087131248
1,1.0,0.09135608389154587
0,1.0,0.12979349823535097
0,4.0,0.13605555231546979
0,3.0,0.08728951297146588
0,2.0,0.044603524127246046
0,1.0,0.1544024195306809
1,1.0,0.11833158549650936
0,2.0,0.09087580983357481
1,1.0,0.1383712347937773
0,1.0,0.011621258054222242
1,4.0,0.09252139184095139
0,1.0,0.043528644657208446
0,4.0,0.10591883225551413
1,1.0,0.12077450257330644
0,3.0,0.13084959410555821
1,3.0,0.1766641703396565
0,3.0,0.033579440595273805
0,3.0,0.10442461898421693
1,4.0,0.04733230817199266
0,3.0,0.15319902319430068
0,3.0,0.037235508454889134
0,4.0,0.0327553040920941
1,3.0,0.08734470694587035
0,2.0,0.1545016190071072
1,1.0,0.14079922185441276
1,3.0,0.11784296282863335
1,1.0,0.06641340456253146
1,2.0,0.1550933587507057
1,3.0,0.04422052572355326
1,1.0,0.016247766262688642
0,1.0,0.015240458799671869
0,3.0,0.08745501491424053
1,4.0,0.12334253922518523
1,2.0,0.08866139775161401
0,1.0,0.1461562237661313
1,3.0,0.04589839193832067
1,1.0,0.05045302039347388
0,3.0,0.058247783559442136
0,1.0,0.09970624235920629
0,2.0,0.05873382449028319
0,4.0,0.01733996387994502
1,2.0,0.029752590585973893
1,2.0,0.1188982724646303
1,2.0,0.12045797042583532
0,4.0,0.1795030939764449
0,2.0,0.07970483701766888
0,1.0,0.00992532497223096
0,3.0,0.11062368674266039
1,4.0,0.1339012861187314
0,1.0,0.08751012893873374
0,1.0,0.2081293932861155
1,3.0,0.15377866034079013
1,1.0,0.11531721456063451
1,4.0,0.13731892442962954
0,4.0,0.08866139775161401
0,1.0,0.10266873327521696
0,2.0,0.11409142249039872
0,1.0,0.08505971195998709
0,1.0,0.0950216776899909
1,2.0,0.05755045524845484
0,1.0,0.014134845440719126
0,2.0,0.10829974557189427
0,3.0,0.1072537733409925
0,2.0,0.15501971405697737
0,1.0,0.13795849681893374
0,4.0,0.10942403560316309
0,2.0,0.07738585615884658
1,3.0,0.08209551409994517
1,2.0,0.14925142261568314
0,1.0,0.1452157141790957
1,3.0,0.13683556291435547
0,3.0,0.14694390368315588
1,3.0,0.14192255109903926
0,1.0,0.07391566979275002
1,3.0,0.11370766560137609
1,2.0,0.019055139190673035
0,3.0,0.20816826915483966
0,1.0,0.045290448879028784
0,3.0,0.1079825925392533
0,4.0,0.07236262693839501
0,1.0,0.06256111382902846
0,1.0,0.18494082171557044
0,1.0,0.018605448330231256
1,2.0,0.13744728631575323
0,3.0,0.06443479433407406
0,1.0,0.008213009346169219
0,2.0,0.11306452237070169
0,1.0,0.04275612399018191
1,3.0,0.008594949290126223
1,4.0,0.14805299042396988
0,4.0,0.0009973080788990723
0,3.0,0.03994187451895039
0,2.0,0.07804442172209809
0,3.0,0.021905195158135844
1,3.0,0.10596516659164212
0,1.0,0.09507315971194182
1,1.0,0.2095682940899543
0,1.0,0.20809529821206652
1,3.0,0.15365312568773687
1,4.0,0.07520550089708855
0,1.0,0.21237819094766883
0,2.0,0.11849386562831307
1,2.0,0.1535273285868396
0,3.0,0.14592943818805557
1,1.0,0.14930536775423348
1,4.0,0.15312300662392722
0,3.0,0.1140488613599566
0,3.0,0.06436832844119901
1,4.0,0.11375038387972204
0,1.0,0.06855595427876827
0,4.0,0.03456276147134038
1,2.0,0.03407186799506289
0,1.0,0.13990610346366267
1,4.0,0.05169728334737609
0,5.0,0.1113713515912498
0,2.0,0.0764215717814962
0,1.0,0.07958698924127343
0,1.0,0.057760023398578754
0,2.0,0.06951827192312551
0,3.0,0.06141062420916885
1,1.0,0.21549024808465703
1,4.0,0.12073499893968141
1,1.0,0.00434825919811899
0,2.0,0.10324155881191062
0,5.0,0.06509762853599232
1,2.0,0.10314631228247043
0,1.0,0.048603522556843144
1,2.0,0.10707071692874394
1,3.0,0.03092701908036082
1,1.0,0.11901923528778216
1,3.0,0.1666205828878686
1,3.0,0.08640277041026179
1,1.0,0.15108644194589643
1,1.0,0.0950216776899909
0,2.0,0.10816394948398064
1,1.0,0.05422538014054721
1,2.0,0.15246018197584016
0,3.0,0.10906568439403198
1,2.0,0.10702489939355933
0,1.0,0.10494078386677459
0,3.0,0.16703527587024064
1,2.0,0.150533602503767
1,3.0,0.12234004100284421
1,4.0,0.063367338308359
0,2.0,0.19475054659366842
0,1.0,0.01068108446428469
0,4.0,0.050746758043817584
1,2.0,0.0692623547566208
0,4.0,0.17074332028505423
1,1.0,0.018605448330231256
1,2.0,0.11102024283797593
0,1.0,0.0893682664033286
0,1.0,0.12159995000681148
1,4.0,0.10848051212591149
0,1.0,0.21365438838886372
0,2.0,0.09460893593327793
1,2.0,0.05810859925990562
0,4.0,0.14816286538920342
0,4.0,0.1291173079579897
1,3.0,0.06608569101347837
0,1.0,0.008021732647164694
1,4.0,0.10820923593392281
0,1.0,0.1143888023343132
1,1.0,0.14638223600185243
1,4.0,0.09476389879691076
0,4.0,0.12486204657095219
0,1.0,0.018064246361176237
1,2.0,0.08684699939213901
1,2.0,0.20946168366602022
1,2.0,0.09388283305901447
0,4.0,0.15230619427592645
1,3.0,0.0693903768930161
1,1.0,0.10902079669294192
0,1.0,0.018695481692315094
1,1.0,0.04049318883402731
0,2.0,0.048156119568761674
0,1.0,0.19547265835377045
1,3.0,0.0831300755954455
0,2.0,0.14827255391822883
0,3.0,0.08893379454142356
1,2.0,0.11071195334200494
1,3.0,0.06018170351291396
0,3.0,0.07329675296520527
0,3.0,0.11163383096821311
1,1.0,0.10651949172702858
0,2.0,0.14649495309312302
0,4.0,0.06641340456253146
0,2.0,0.12486204657095219
1,1.0,0.040099596224593026
0,1.0,0.08920553566781358
1,1.0,0.016794733696723997
0,2.0,0.12018005914975026
1,3.0,0.09188729378199835
0,1.0,0.10005055109916079
0,4.0,0.03827591945101403
0,1.0,0.07354468638307395
0,1.0,0.09336120540535298
0,3.0,0.005807262747943374
1,3.0,0.09209906524613043
1,1.0,0.11820968077816309
1,2.0,0.027121271627818223
1,3.0,0.11026980052393404
0,4.0,0.09851705498665164
0,3.0,0.008690306662149564
0,4.0,0.112069680489604
0,3.0,0.1941981864833442
0,1.0,0.1122000427857956
1,1.0,0.10165846835519597
1,3.0,0.12276561373977
1,3.0,0.012276403251315402
0,4.0,0.18232908489767735
1,1.0,0.1292958081377208
1,4.0,0.08116825526148182
1,4.0,0.10083327680695207
0,3.0,0.08651398890537561
0,2.0,0.10319394674393412
1,2.0,0.10484713361663317
0,3.0,0.21192473376121812
1,2.0,0.03779659976867578
1,1.0,0.1507184260879031
1,3.0,0.09856687493387062
1,3.0,0.112849150402018
1,4.0,0.11022547233058583
0,1.0,0.02331228265876116
0,3.0,0.10498757608005997
1,2.0,0.21249257371617633
0,2.0,0.07732581010949749
0,3.0,0.05067337974454304
0,2.0,0.040964161539881486
0,3.0,0.10376381715233708
0,3.0,0.10204451024731305
0,1.0,0.013486639541231514
0,2.0,0.051186243832481305
0,2.0,0.036026294844131994
1,1.0,0.12444690983522164
0,3.0,0.04406705076095962
0,3.0,0.007062271483611212
0,2.0,0.18822630733744572
0,2.0,0.10127096744918773
0,1.0,0.07142154583865892
0,3.0,0.038196136155702415
0,3.0,0.07887747538738997
0,2.0,0.20167104202782996
1,3.0,0.01422724945234935
1,1.0,0.11506494176753809
0,4.0,0.09362233105061793
1,1.0,0.15171230359788623
0,1.0,0.1660421572145906
0,1.0,0.13081461730100413
1,3.0,0.004055045681036246
0,3.0,0.1053145083559924
0,1.0,0.10587247623648814
0,4.0,0.163237809662786
1,1.0,0.13302216497889496
0,1.0,0.10366906177292144
0,2.0,0.20158082427662585
1,3.0,0.011527466174121852
1,2.0,0.12368682263791342
1,3.0,0.17126798254938425
1,1.0,0.13144183060037418
0,3.0,0.07941000123988204
0,2.0,0.0014939496173704313
0,4.0,0.027463201346648505
0,5.0,0.13413625515782884
0,1.0,0.04890103026096965
0,4.0,0.10428338392452782
0,1.0,0.11000352251893605
0,1.0,0.043528644657208446
1,2.0,0.07630050233717146
0,2.0,0.12053721136203206
0,2.0,0.108390170938227
1,4.0,0.13393489752300944
1,1.0,0.2144081591120652
0,4.0,0.028908437392163054
0,1.0,0.01959320086615948
0,3.0,0.04033587366382896
0,3.0,0.050085005273572715
0,3.0,0.1923702990573597
0,1.0,0.10816394948398064
0,1.0,0.06249370927947003
0,3.0,0.07167318431147872
1,4.0,0.04498554063434244
1,4.0,0.051915743646367696
0,3.0,0.1709611474227919
0,3.0,0.04852905060749056
0,4.0,0.1170638080989817
1,1.0,0.10494078386677459
0,1.0,0.007734433459685933
0,2.0,0.029499807872866185
0,2.0,0.1388131137356563
0,2.0,0.1968164481996528
0,1.0,0.1313723873406253
0,3.0,0.09579133624351126
0,3.0,0.013486639541231514
0,1.0,0.11340808567922162
0,2.0,0.05030592688895824
0,3.0,0.01011456758267631
1,1.0,0.026950037751871662
0,2.0,0.14708357411672196
0,3.0,0.1005893104187381
1,1.0,0.032258758370890823
1,3.0,0.06654426129158773
1,3.0,0.11506494176753809
1,1.0,0.047482436990742234
0,3.0,0.147473073203202
1,2.0,0.015424043397180252
1,3.0,0.1294739109963237
0,1.0,0.11451595781717333
0,4.0,0.1140488613599566
1,4.0,0.07434709801687822
1,2.0,0.15048069550625695
0,1.0,0.0071584489627441825
1,1.0,0.006966042470767331
1,3.0,0.06977368126252162
1,2.0,0.10290780363556636
1,1.0,0.0747157102386472
0,1.0,0.14267145437536624
0,1.0,0.08556519002997479
1,3.0,0.07599730733738748
0,3.0,0.013486639541231514
1,1.0,0.1411350650473575
0,2.0,0.10400031654241033
1,3.0,0.12041832293929068
1,2.0,0.0790552447662797
1,1.0,0.14379444692889773
0,2.0,0.09609766239930931
1,3.0,0.1425820118567574
0,2.0,0.019144934726897787
1,3.0,0.20370634257885303
0,4.0,0.11812831813940648
0,1.0,0.1608318358383833
0,2.0,0.1359247510309737
1,3.0,0.14376512909344752
1,3.0,0.08511598518125404
0,1.0,0.049789916963880715
0,2.0,0.1925515127503136
0,2.0,0.059287203866952534
0,3.0,0.11421898835288016
0,3.0,0.12535001985645558
1,1.0,0.1411655170095434
1,4.0,0.05472563238615917
0,1.0,0.04291094618184356
1,2.0,0.16752444786282483
0,1.0,0.10068696612176296
0,3.0,0.059494146803257784
1,1.0,0.19926396989155568
0,2.0,0.11468522566950806
0,4.0,0.007734433459685933
1,4.0,0.1062427179401817
0,3.0,0.1877362191542911
0,2.0,0.10400031654241033
1,3.0,0.10228504841713672
0,4.0,0.002483229059668148
0,1.0,0.09635226644493833
1,1.0,0.11075605596029371
0,1.0,0.11132753410370673
0,2.0,0.07520550089708855
1,1.0,0.062020929540919346
1,1.0,0.03513353936855524
1,2.0,0.08023372804510424
0,2.0,0.14954755679464277
0,4.0,0.06476662565424057
0,1.0,0.16640196979793814
0,4.0,0.2147019685663483
1,1.0,0.10156173016616976
0,1.0,0.21382075357888664
0,2.0,0.07116940841534715
0,4.0,0.06269582156943909
0,2.0,0.0903934545999282
0,3.0,0.014134845440719126
1,4.0,0.21308274875529115
0,1.0,0.14663557927032372
0,2.0,0.07702513727479107
0,1.0,0.11004795369835808
1,1.0,0.1531736949364632
1,3.0,0.04104251538352122
0,4.0,0.16614236540150332
0,1.0,0.14538770465524914
1,2.0,0.03875375347457498
1,2.0,0.08489072843303824
0,4.0,0.03875375347457498
1,4.0,0.17880069256680223
1,1.0,0.07544967349021905
0,2.0,0.11493854427422445
1,3.0,0.08070190441053604
0,3.0,0.14870945115641318
0,2.0,0.0530030605144184
1,5.0,0.14067669978484876
1,1.0,0.10951341538185262
0,1.0,0.018785467429553632
0,4.0,0.029752590585973893
1,2.0,0.10290780363556636
0,3.0,0.08358697977995051
0,4.0,0.12531258468311843
0,1.0,0.11075605596029371
0,2.0,0.1986058248137392
1,1.0,0.13612086696850229
0,2.0,0.15565492784342366
0,2.0,0.006000910774853775
0,3.0,0.11673371090784784
0,1.0,0.08017507722126224
1,1.0,0.1241816587031965
0,3.0,0.019055139190673035
0,3.0,0.04298829755689395
0,1.0,0.1478878275860705
0,3.0,0.06964603999650869
0,3.0,0.10517452580550135
1,3.0,0.14495689865430259
0,2.0,0.14326479228493647
0,2.0,0.13443729541726215
1,1.0,0.03907148681916072
1,3.0,0.11088824122441764
0,2.0,0.1922488491988661
0,2.0,0.022346184912463526
1,2.0,0.13814928210800023
0,2.0,0.034481052173902974
0,1.0,0.05501069495479201
1,2.0,0.09220479876373833
1,4.0,0.04993753635958279
0,2.0,0.09362233105061793
1,2.0,0.07593657881743138
0,2.0,0.08035094374122909
1,3.0,0.08238380249853107
1,3.0,0.07085353319959883
1,3.0,0.11731058889713775
0,2.0,0.09726384198895767
1,3.0,0.14919743179551295
1,1.0,0.038515021828649465
0,2.0,0.13042884523899126
1,2.0,0.07085353319959883
0,3.0,0.05564997793244913
1,2.0,0.08046804494584958
1,4.0,0.06687083273817891
1,1.0,0.11180841274979757
0,1.0,0.2063251749205289
1,2.0,0.09821763861487631
1,1.0,0.1826166858480292
0,4.0,0.013300994053774431
1,3.0,0.13133764260536757
0,3.0,0.025487274165333067
0,4.0,0.09367448128669352
0,3.0,0.013486639541231514
0,1.0,0.09965696224731142
1,2.0,0.14046177440718252
0,4.0,0.09060809232243283
0,1.0,0.0293310656991245
1,3.0,0.17555280157019745
1,2.0,0.2021367217137886
1,3.0,0.20086656922733315
0,1.0,0.02583262878993118
1,4.0,0.0945055039885258
0,2.0,0.012089468230367974
1,1.0,0.0887159296526109
1,2.0,0.02313704455193383
1,2.0,0.1411045999015597
0,2.0,0.036511108991151696
0,2.0,0.0858450598773291
0,2.0,0.1925314346274452
0,1.0,0.03618806722069986
0,2.0,0.11400628062354641
0,1.0,0.037235508454889134
0,1.0,0.07323469305358617
0,3.0,0.05372334889928413
0,1.0,0.07976371768865882
0,1.0,0.1389702757694563
1,1.0,0.05970077734055462
0,2.0,0.14892679086336316
0,2.0,0.034889174405464005
1,4.0,0.11375038387972204
0,3.0,0.11451595781717333
0,4.0,0.11990126177513025
0,5.0,0.21138866818131163
0,3.0,0.002581864402059464
1,4.0,0.08140074875555117
1,1.0,0.06977368126252162
1,3.0,0.06450122699108482
1,2.0,0.07875881729214332
0,3.0,0.06849154430519745
0,4.0,0.063367338308359
0,3.0,0.030592343739819925
0,3.0,0.13993708808774558
0,3.0,0.06752153933045862
1,3.0,0.03634967186767331
1,1.0,0.028823779019136225
0,4.0,0.031010578796600446
0,4.0,0.08081866293513802
1,2.0,0.006966042470767331
0,3.0,0.11093226215294513
0,2.0,0.1388760196068844
1,4.0,0.1242954402433346
1,3.0,0.13549805799534553
0,3.0,0.1992716935282874
1,1.0,0.20997417933393114
1,2.0,0.06316623649998337
0,1.0,0.1169401633282083
0,1.0,0.15111264586704998
0,1.0,0.06778091581092428
1,1.0,0.15437759381606506
0,1.0,0.14870945115641318
0,4.0,0.013300994053774431
0,2.0,0.11421898835288016
0,4.0,0.02066421926041455
0,4.0,0.12214589733954903
1,2.0,0.11176479758973745
1,2.0,0.06900592856571545
1,2.0,0.10338426077965225
0,3.0,0.11631938468409521
1,4.0,0.0693903768930161
0,1.0,0.051842960588656666
0,4.0,0.10843535204859302
1,4.0,0.012463139193044809
1,4.0,0.14643861859244425
1,1.0,0.13209848036180172
1,3.0,0.12478672004390808
0,1.0,0.10362165068580317
1,1.0,0.12156082105341796
0,3.0,0.09553539468234995
1,3.0,0.11845332336806934
1,3.0,0.11349377861719215
1,2.0,0.08500341143866413
0,3.0,0.12077450257330644
1,4.0,0.12288131198784634
0,2.0,0.053579583598270135
